Y;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X70;X71;X72;X73;X74;X75;X76;X77;X78;X79;X80;X81;X82;X83;X84;X85;X86;X87;X88;X89;X90;X91;X92;X93;X94;X95;X96;X97;X98;X99;X100
5,002231888;5,941058113;-4,253972259;-7,212564908;4,110416423;-1,74297237;5,156511478;-5,098315932;6,150627972;0,579238968;11,77106953;-4,33156641;-11,6490181;-2,598976231;9,337934584;-14,92275333;-8,992196622;15,10492353;14,72639769;4,321593202;15,16899435;-11,27052145;-8,076110663;7,937550117;-2,18339307;9,667784359;-6,96337324;15,22410898;-3,718835955;9,844119012;12,0240412;-9,312273058;3,697881448;-9,512339813;8,86734925;-6,271170136;7,641555786;-8,493042541;-6,855814524;10,01750023;-4,97237115;-2,203541953;0,471181066;15,75808364;-20,27467794;16,56401671;-21,68474725;4,571329002;3,156834741;-7,87628473;13,47928294;-6,565332904;23,12470372;5,305069011;2,800713889;2,247906333;2,376726243;1,819417315;18,93187698;-5,589580453;10,72021471;4,362586405;-17,88293382;1,258223884;7,991907884;6,825700941;7,016981778;-11,32427305;7,126530106;4,792809532;-16,39025462;-0,637998899;4,566840814;12,25613757;-18,06848436;-4,077071099;-10,44229171;-6,972994479;20,13343729;-7,839741255;-2,479986789;-3,552936902;-6,238209497;-1,44830241;20,54741315;-0,26982443;-1,517437524;24,17107789;-12,11344186;-2,189088979;-13,9504985;-0,881868542;-12,55331857;11,67820918;-9,773084691;-5,330538517;-0,817109444;-12,14684315;4,072959021;1,051262639;A
2,954968471;5,892529316;-5,247420999;-6,579456823;-16,08934335;-1,079540332;5,09822062;-4,773526676;6,142440439;0,060288093;11,52507599;-5,331978728;-11,79734029;-3,954648971;8,925497092;-12,24373425;-12,10346572;15,09948766;7,785256791;16,64845205;15,39931371;-11,21773328;-2,254325515;14,15298837;-0,310803336;6,751702251;-6,347744016;15,33155071;-3,89024446;8,496198624;5,077644752;-9,948826745;4,711773097;-9,814984213;8,912219017;-9,724678653;7,048272812;-6,513787897;-9,194450727;10,36557783;;-0,724150177;-1,482155837;15,84015316;-30,05427745;18,63317504;-21,92571018;4,070384649;5,324228913;-8,289808661;13,95435755;-9,131840898;25,10136724;6,386963261;1,706151642;14,41368788;6,281719525;1,867535858;18,55525783;-9,479859561;11,09613419;3,988189039;-19,23111763;0,612444904;8,425220925;7,114916355;8,347907251;-6,049113963;7,592641115;4,372439427;-22,51335703;-1,156904898;4,187698065;12,18957801;-17,86155864;-4,12316311;-9,388589484;-9,428231959;17,99061721;-6,688606216;-1,303451354;-9,930689813;-6,058875594;2,432312658;20,13459966;2,214948833;-0,911958087;23,5697168;-13,02562459;-2,954648166;-14,16056638;-1,20484133;-14,9019337;10,14693951;-9,480524783;-8,894936608;2,376079349;-12,70648982;3,650172236;0,97739014;C
4,290263719;8,092465602;-3,395589024;-7,28953471;-0,163614197;-1,276054456;5,072462064;-5,871617548;6,340006738;0,339681711;11,41470721;-8,398940617;-11,34370711;-3,637390123;9,366132731;-14,0211135;-7,696894501;15,83221652;-5,346964248;-0,118564968;15,37437762;-12,61000824;-5,099222529;9,408305179;-1,577241829;3,799609897;-5,770739958;14,72124019;-3,880066014;11,65784461;12,37065559;-9,784668383;6,270396957;-10,96673135;9,865817615;-6,715599275;4,806396759;-5,366493034;-7,208506138;9,879019826;-3,248535872;-1,410136277;-1,847064267;15,47717618;-26,99723497;17,39168841;-21,13853057;4,472924702;3,029197303;-8,354291821;13,48076834;-7,991291655;21,49754752;5,491080008;2,022615741;1,967788127;6,338728333;2,363447866;18,52109082;-4,321781271;12,32174954;4,287796066;-14,56194432;1,089106078;9,119218157;6,012118165;4,514991025;-6,973192803;7,563946893;4,668862935;-15,84272458;-1,217947148;0,886275098;11,89098285;-17,85669527;-4,147797071;-11,28975389;-7,017939939;18,1552472;-7,120129418;-1,571138125;-7,608634857;-6,189378379;-1,289667371;18,64383647;1,70433374;-0,634037656;23,78198656;-12,37101806;-2,032501787;-13,81545993;0,412818946;-16,57545198;9,919861932;-12,3872415;;4,861925085;-13,4432774;3,648984554;1,038696437;C
0,310901856;7,144875335;-3,621703353;-7,587282699;11,3125709;-1,488720951;4,944367339;-4,513872965;5,994545771;-0,14814908;12,12898265;-5,737982092;-11,73409284;-3,297646473;10,04648028;-15,27200667;-10,02740889;15,8542606;13,25439457;;15,11572203;-11,08805431;-4,653186855;9,197261234;-1,602221155;8,538360432;-6,014077327;14,47097744;-3,849006755;11,35501519;3,343727834;-9,771257437;8,652495824;-2,960367967;9,72476525;-6,991168813;3,731184997;-7,616200604;-7,537990818;;-5,25790755;0,64115331;-1,053862462;15,56070505;-17,45945273;19,11350703;-20,97742736;4,653855799;5,614262356;-8,058648993;16,52498964;-9,313134939;17,85746792;6,570187826;3,402170526;2,703648122;3,288110435;3,401200862;18,45803466;-5,898490333;10,39868364;3,935779676;-12,04101478;0,011638043;8,640405056;7,19392252;7,806913732;-6,720537802;2,145990999;5,144360419;-18,73549611;-1,544573039;1,377318947;12,02676633;-17,90683367;-4,97699325;-9,488718642;-11,63101291;19,06031729;-4,365386084;-2,323041696;-21,08701271;-6,657334688;0,866363041;18,94239329;3,400688933;-1,818314115;22,71168258;-11,12620609;-1,994846157;-14,00800816;-0,118828712;-12,18468675;9,053970914;-9,557934185;-10,7775842;1,080202587;-11,8043603;3,804723561;0,927453679;B
4,952033715;6,763999157;-9,765141154;-6,86002076;10,82716658;-0,689655047;4,96128541;-5,162226435;5,986248922;1,354075477;12,07628376;-8,113544083;-12,40442639;-2,614314619;9,439772432;-13,22468969;-11,56076589;15,48407847;7,953523171;6,104137908;15,28556397;-13,59924886;-6,815271558;8,840617961;-1,050040568;8,970339752;-6,12627689;14,43397358;-3,863211892;9,931077984;5,401507487;;6,514106915;-12,83125608;11,1396646;-8,085805765;4,05516288;-6,914204992;-8,217665683;10,15723736;-4,885804935;-1,558082747;-2,669425598;16,09378239;-21,09389162;17,9324184;-22,0840104;4,180704403;3,992866334;-8,483610526;13,51948411;-7,708576854;22,86899228;6,307028596;2,156520785;11,8564476;6,451131471;2,248526063;18,98796316;3,356013545;10,72036675;3,994673518;-16,72042306;-0,467511831;8,706274322;5,215543482;5,976835425;-8,803802356;9,780446195;4,688909611;-16,58566632;-0,50990055;4,617037887;12,34981919;-18,13778316;-4,030953169;-10,05854059;-9,266638674;18,74676492;-7,206576751;-1,451276404;-9,332435578;-6,078620695;-0,733226655;19,45572524;0,938401547;-1,751633997;22,96866392;-11,66051083;-2,175092043;-14,30516484;-0,862017942;-10,30180727;11,35482078;-11,02616;-7,50270534;-1,185824823;-12,43214993;3,834515296;0,693122778;C
3,439894786;6,651504356;-6,640711154;-6,436722723;17,48863113;-1,021484245;5,371491603;-4,176383369;5,961731594;0,134619743;10,63656066;-8,658156832;-11,94530216;;7,543175607;-13,35687844;-10,32686689;15,22910566;3,397233863;0,563525443;15,4183609;-11,72031267;-7,623164868;12,69441998;-0,948954662;9,884902461;-6,140648279;14,47523865;-4,02936999;12,86423982;3,281974111;-10,21224721;10,99649905;-1,049917765;8,926684042;-8,898764543;5,675931832;-9,248858734;-5,794227869;9,789421187;-3,150037224;0,165290165;-0,372784992;15,98635631;-18,42428357;18,0160516;-20,99614558;4,348106479;2,973522829;-8,093543219;11,8307479;-8,744035156;22,98276178;7,096693392;1,41325821;4,608005468;6,912934805;0,762206248;17,76736779;-3,691494311;11,27830228;4,335087702;-16,88987593;1,237237913;8,38948945;6,747608938;10,4920107;-3,143368252;-1,838339954;4,266129183;-26,94284173;-1,835947929;5,373709324;12,14430653;-18,03634719;-4,057582439;-10,28068194;-7,798780098;17,70931033;-4,462818363;-2,235332498;-12,85514485;-5,98778625;-2,63066824;18,43005557;-2,504244208;-2,237267443;24,68432728;-13,79996812;-2,102984547;-13,82874753;0,086010768;-15,73886081;12,60777529;-13,24790113;-4,49248806;2,481881233;-12,65389481;3,989156896;0,984746478;A
2,232115882;6,822862326;-4,024717415;-6,82083279;-1,942008635;-0,886090127;4,701040971;-4,620439478;6,114239702;-0,181683442;11,93752292;-6,778301848;-11,11867392;-3,790274967;9,748684683;-13,28908896;-15,11847457;15,69450353;0,84264963;3,369697929;15,58097054;-13,40027983;-5,823807039;11,86558072;-0,832467383;8,448961679;-6,429597246;14,08659424;-3,917510856;9,844152482;8,568837464;-10,07724977;5,354464873;-0,203344041;9,427691632;-6,662472138;6,509999778;-7,533603102;-7,079660394;;-3,614915506;-1,780542692;3,629108346;16,09391799;-19,18133467;19,00051945;-22,64762939;3,90727223;3,99738243;-8,055078374;13,99703189;-9,348912271;22,88692038;5,475680446;4,783046325;-3,217948584;7,878561588;0,897273865;18,81297484;-8,776277811;10,01722334;4,08911429;-19,50144159;1,544809208;10,64551178;6,538035218;6,897353323;-5,270862599;11,02261415;3,953493769;-22,28660906;-1,641870659;4,975185557;12,13918776;-17,89062409;-3,810410011;-9,083444287;-9,186806842;18,46176438;-7,777930107;-2,831860775;-12,85894581;-5,778477025;-0,496767041;19,41050222;0,697569034;-1,772786821;23,74084228;-10,85299551;-1,768135571;-13,88616415;-0,774756345;-8,780000829;11,08476155;-13,48663933;-6,777736981;2,560623906;-12,75679223;3,947121154;0,798465394;B
8,030670741;6,352721648;-4,64637941;-6,179703273;12,89413252;;4,903578761;-4,697692449;5,945252944;0,650898538;13,03454246;-5,452143416;-12,91052575;-3,633211887;9,3885795;-11,7710206;-9,682776915;15,7758125;-2,942783395;-1,45451245;14,97311604;-12,99314652;-4,942692527;9,450012164;-0,800107063;9,440638106;-6,978625741;16,05388128;-3,780903851;8,580087438;3,670793239;-9,400321996;6,291425137;1,397117865;9,37729145;-6,766058379;4,108270097;-8,830330995;-7,24955966;10,72492868;-4,134459644;-1,855095066;2,736698158;14,66339733;-9,198515925;17,77013432;-21,65858202;4,164954469;7,373674405;-8,996887034;16,06954068;-7,196958776;21,248509;6,145482008;1,73328078;-5,434855436;8,73565793;2,78192128;19,0768911;-3,93087505;10,60021819;4,187634355;-17,564269;1,857109092;9,172928054;6,159886046;5,586162481;-13,11381069;9,155003122;4,919040203;-17,27276026;-1,174074995;3,93100191;12,08709437;-18,04423666;-4,127844379;-10,05416967;-9,163593232;20,97170515;-7,970218336;-2,131504589;-18,47747865;-5,894154637;-0,361416873;20,35220725;0,822268767;-1,015426309;22,74068112;-10,8286986;-1,726597797;-14,19032226;-1,08406621;-15,95526156;8,215011514;-11,07691848;-2,301076448;3,325619928;-11,58348978;4,076068552;1,313333346;C
4,405628342;5,718856718;-4,45129161;-7,443202505;4,561187976;-1,276784424;5,135874688;-5,504815607;5,908780401;-0,552867089;12,55853087;-5,825211871;-11,4299833;-2,376163258;10,50153415;-13,21312936;-12,18464206;15,51737111;6,841497227;7,040642748;15,18725922;-11,28183457;-5,559127167;7,837574383;-1,894512377;5,131827847;-6,171790218;14,18624203;-3,751178746;8,349031078;5,761145326;-9,437236444;5,18730859;-5,594838585;10,10595341;-8,452326479;7,012369152;-7,916184077;-4,314353256;10,49849228;-4,039301554;-0,314630466;0,509052271;14,35395549;-17,63607245;16,66652716;-21,24456302;4,057087365;3,355678718;-8,022323075;15,32944258;-6,901352105;22,80083246;5,581476105;2,091196638;4,104247844;18,75073506;1,521055423;19,07748686;-3,975801705;11,64103672;4,273970681;-17,5756757;-0,395184403;7,914243782;6,217785373;7,231273054;-7,595638173;9,826707356;4,20699335;-17,32535284;0,063969788;0,976259512;11,98718962;-18,04969239;-4,523548336;-10,72043597;-9,407413239;19,83139224;-9,619331161;-1,193592001;-7,737374916;-5,925824395;-0,079341426;20,4972483;-0,843883489;-2,215471839;23,84273954;-13,62555703;-2,11744016;-13,91169012;-0,800913215;-11,85442614;8,643079272;-14,91524305;-1,514214116;-0,908959931;-12,64763434;4,139429062;1,078983;C
3,705397555;4,883319072;-3,559034709;-7,517221226;8,384090679;-1,172915709;5,160833454;-5,228587289;5,985325426;0,93702649;11,93759718;-5,669521157;-10,88699871;-3,135712542;7,603528118;-13,41053938;-9,46828763;15,69551713;0,102485816;10,81387972;;-11,03046139;-4,456735869;10,77209106;-0,746184108;7,07864717;-6,987986072;14,86568823;-3,886422309;8,798644166;;-9,640564652;4,970581125;-1,369061443;8,009813017;-8,304926053;3,320656147;-6,958535833;-5,841772782;9,81049971;-4,210474873;-1,958028527;-1,105460671;15,88660847;-18,9054245;17,08828223;-22,27049734;4,344203806;2,711914763;-8,188269027;14,56007054;-7,188248328;20,713544;6,927696436;1,49065837;2,905955704;13,8874993;0,546190301;20,16847495;-8,642658868;11,9733602;;-16,74099571;-0,256144459;9,268331267;5,904303991;11,62992131;-6,804796332;7,775493886;4,862960431;-20,64398275;-1,591095342;2,541370109;12,12156422;-17,67906529;;-10,2621702;-8,43779057;18,75242935;-5,846882834;-1,341603069;3,162926246;-5,82872994;0,198029566;18,59110912;-1,615963133;-0,517611302;23,78853538;-11,3170855;-1,365775007;-13,92398353;0,365077423;-16,39987187;8,282221397;-11,39360404;-12,08791046;1,59388914;-12,30122085;3,978213677;1,027310069;C
